Id,Name,Categories,Last_modified,Modified_by
5900084233538,"Ognista mieszanka przypraw – Kamis,McCormick – 47 g","['Przyprawy', 'Mieszanki ziół i przypraw']",1764700717,['OFF']
5900910008248,Decomorreno,['Kakao i czekoladowe proszki'],1764700717,['OFF']
5941866621631,"Plant Fish White Fillet – Unfished,PlantFish – 170 g","['Zamienniki mięsa', 'Zamienniki ryb']",1764700717,['OFF']
7613030248163,"Kisiel – Winiary,Nestle – 38 g",['Kisiele'],1764700717,['OFF']
5906746041787,Rodzynki Sułtańskie – Kuchnia Zdrowia,['Rodzynki'],1764700717,['OFF']
2962641005012,Kiełbasa Podwawelska – Kraina Wędlin – 501 g,"['Mięsa i produkty pochodne', 'Mięsa', 'Przetwory mięsne', 'Kiełbaski']",1764700717,['OFF']
5904215140696,"Pierogi z serem i truskawkami – Kotwica,Auchan – 400 g",['Pierogi'],1764700717,['OFF']
5902221662027,Fasola po bretońsku – M.E.A.L. Artea – 830 g,"['Dania gotowe', 'Zupy']",1764700717,['OFF']
5900300543380,Sos słodko-kwaśny z ananasem i pędami bambusa – Knorr – 525 g,"['Przyprawy', 'Dania gotowe', 'Sosy', 'Sosy słodko-kwaśne']",1764700717,['OFF']
5902609000922,Fasola czerwona – Lestello – 500g,"['Produkty roślinne', 'Rośliny strączkowe i produkty pochodne', 'Rośliny strączkowe', 'Nasiona', 'Nasiona strączkowych', 'Fasola', 'Fasola czerwona', 'Suszona fasola']",1764700717,['OFF']
5900977007963,Fasola biała drobna – Cenos – 400 g,['Fasola biała'],1764700717,['OFF']
24567497,Wołowina wyborna – Sokołów,"['Konserwy', 'Produkty mięsne', 'Wołowina i produkty pochodne', 'Mięsa', 'Przetwory mięsne', 'Wołowina', 'Konserwy mięsne']",1764700717,['OFF']
5901069004754,Filety z makreli w sosie pomidorowym – Jantar – 160 g,"['Owoce morza', 'Ryby i produkty pochodne', 'Ryby', 'Makrele w puszce', 'Ryby w puszce']",1764700717,['OFF']
02751153,"Sok grejpfrutowy – Victoria,Cymes – 250 ml","['Produkty roślinne', 'Napoje', 'Napoje roślinne', 'Napoje owocowe', 'Soki i nektary', 'Soki owocowe', 'Soki grejpfrutowe', 'Soki']",1764700717,['OFF']
5905784332222,Oliwki zielone Hojiblanca bez pestek – Carrefour – 935 g,"['Produkty roślinne', 'Marynaty', 'Oliwki i produkty pochodne', 'Oliwki', 'Oliwki zielone']",1764700717,['OFF']
5900437033532,Kisiel morelowy – Dr. Oetker,"['Mieszanki do deserów', 'Kisiele', 'Kisiele w proszku']",1764700717,['OFF']
5900862217361,"Galaretka malinowy smak – Winiary,Nestlé","['Mieszanki do deserów', 'Galaretka w proszku']",1764700717,['OFF']
5900085002287,Budyń smak bananowy z cukrem – Winiary – 60 g,"['Mieszanki do deserów', 'Mieszanki do kremów deserowych']",1764700717,['OFF']
5900437072111,Żelatyna w listkach – Dr.Oetker – 10 g,"['Dodatki do żywności', 'Zagęszczacze', 'Żelatyna']",1764700717,['OFF']
94090444,Żelatyna – Gellwe,"['Dodatki do żywności', 'Zagęszczacze', 'Żelatyna']",1764700717,['OFF']
5900340000317,chleb pełnoziarnisty – oskroba,['Chleby'],1764700717,['OFF']
5900562204531,"Pasztet z królikiem – Biedronka,Sokołów – 200 g","['Produkty mięsne', 'Mięsa', 'Przetwory mięsne', 'Wędliny', 'Pasztety']",1764700717,['OFF']
5906764004498,"Pasztet z papryką – Delikatesowy,Mispol Food – 131 g","['Produkty mięsne', 'Mięsa', 'Przetwory mięsne', 'Wędliny', 'Pasztety']",1764700717,['OFF']
5907752660115,Galareta wieprzowa z Górna,"['Przekąski', 'Słone przekąski', 'Przystawki', 'Przystawki na zimno', 'Galaretki']",1764700717,['OFF']
5906827023244,Płatki owsiane błyskawiczne – Melvit,['Płatki owsiane'],1764700717,['OFF']
5906340626601,masło,['Masła'],1764700717,['OFF']
5900398032438,Miodonka – POLMOS – 500 ml,['Likier'],1764700717,['OFF']
02179412,sos do kurczaka z papryką – Roleski – 450 g,['Keczupy'],1764700717,['OFF']
5907738159411,Płatki amarantusowe – bioGol,"['Produkty roślinne', 'Produkty śniadaniowe', 'Zboża i produkty pochodne', 'Płatki śniadaniowe', 'Płatki', 'Płatki amarantusa']",1764700717,['OFF']
2000000150766,Wheat Whole Grain Tortilla – Kaufland – 370g,['Placki'],1764700717,['OFF']
5906721131465,Amarantus – Brat – 500g,"['Produkty roślinne', 'Nasiona', 'Zboża i produkty pochodne', 'Zboża', 'Amarantus']",1764700717,['OFF']
5900335024663,Śledź filety z suszonymi pomidorami – Marinero – 200g,"['Owoce morza', 'Ryby', 'Tłuste ryby', 'Ryby w puszce']",1764700717,['OFF']
5902898882032,Soba nodles – House of Asia,['Soba'],1764700717,['OFF']
0008421425037,Pluszak – 1,['Produkty niespożywcze'],1764700717,['OFF']
5908235947648,Śmietana kanka 330g – Kanka – 330g,['Sery'],1764700717,['OFF']
8851046010025,Olej z ryżu 100% – Suriny – 700 ml,"['Produkty roślinne', 'Tłuszcze', 'Zboża i produkty pochodne', 'Tłuszcze roślinne', 'Oleje roślinne', 'Oleje']",1764700717,['OFF']
5903940640143,"Elektrolity witaminy i minerały – ZiNIQ+ – 20 tabletek x 4,3g (86g)",['Suplementy diety'],1764700717,['OFF']
4337185575723,Слънчогледово олио – K-Classic – 1 L,"['Produkty roślinne', 'Oleje i tłuszcze', 'Oleje roślinne', 'Nasiona słonecznika', 'Oleje słonecznikowe']",1764700717,['OFF']
5600603029009,grzanki z mąką pełnoziarnistą – mamut – 150g,['Dodatki do żywności'],1764700717,['OFF']
5901044023084,"Sos BBQ z chipotle – Madero,Roleski – 470 g","['Przyprawy', 'Sosy', 'Sosy barbecue']",1764700717,['OFF']
5900512988337,Śmietana polska – Mlekovita – 1 kg,"['Produkty mleczne', 'Produkty fermentowane', 'Produkty mleczne fermentowane', 'Śmietanki', 'Śmietany kwaśne', 'Śmietany']",1764700717,['OFF']
5902605220980,Papryka ostra mielona 60 ASTA – Planteon – 100 g,"['Produkty roślinne', 'Przyprawy', 'Papryka']",1764700717,['OFF']
5900334020895,Gazzzowany jabłko arbuz – Tymbark,"['Produkty roślinne', 'Napoje', 'Napoje roślinne', 'Napoje gazowane', 'Napoje owocowe']",1764700717,['OFF']
